company_name,siren_number,nic_number,legal_form,ape_code,address,postal_code,city,region,registration_date,deregistration_date,closing_date_2018_1,revenue_2018_1,turnover_2018_1,closing_date_2018_2,revenue_2018_2,turnover_2018_2,closing_date_2018_3,revenue_2018_3,turnover_2018_3,closing_date_2019_1,revenue_2019_1,turnover_2019_1,closing_date_2019_2,revenue_2019_2,turnover_2019_2,closing_date_2019_3,revenue_2019_3,turnover_2019_3,closing_date_2020_1,revenue_2020_1,turnover_2020_1,closing_date_2020_2,revenue_2020_2,turnover_2020_2,closing_date_2020_3,revenue_2020_3,turnover_2020_3,closing_date_2021_1,revenue_2021_1,turnover_2021_1,closing_date_2021_2,revenue_2021_2,turnover_2021_2,closing_date_2021_3,revenue_2021_3,turnover_2021_3,closing_date_2022_1,revenue_2022_1,turnover_2022_1,closing_date_2022_2,revenue_2022_2,turnover_2022_2,closing_date_2022_3,revenue_2022_3,turnover_2022_3,industry_sector,phone_number,website,reviews,schedule,instagram,facebook,twitter,linkedin,youtube,email,scraping_date,siren,dateCreationUniteLegale,dateDernierTraitementUniteLegale,nombrePeriodesUniteLegale,categorieEntreprise
TAXI'Z,918992785,17.0,Société à responsabilité limitée à associé unique,0000Z,28 CHEMIN DE MONTBERTHOUD,1480.0,SAVIGNEUX,Auvergne-Rhône-Alpes,2022-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,918992785.0,2022-09-07,2024-03-22T14:26:06,2.0,
TAXI SAINT NICOLAS DE LA GRAVE,918998071,16.0,Société à responsabilité limitée,0000Z,585 CHEMIN DU FRAYSSE HAUT,82200.0,MOISSAC,Languedoc-Roussillon-Midi-Pyrénées,2022-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,918998071.0,2022-09-07,2024-05-01T05:08:49,2.0,
CICCIA,840421515,15.0,Societe a responsabilite limitee,0000Z,25 AVENUE D ARMORIQUE,35830.0,BETTON,Bretagne,2018-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,840421515.0,2018-06-14,2024-03-22T14:26:06,4.0,
LA MAISON BIO GARNIER,879386795,14.0,Societe a responsabilite limitee,0000Z,28 B AVENUE DU GENERAL DE GAULLE,10410.0,ST PARRES AUX TERTRES,Alsace-Champagne-Ardenne-Lorraine,2019-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,879386795.0,2019-12-01,2024-03-22T14:26:06,2.0,PME
A3M,817585441,14.0,Societe a responsabilite limitee,0000Z,1 RUE MARECHAL FOCH,50200.0,COUTANCES,Normandie,2016-01-06,,2018-03-31,,,2017-03-31,,,,,,2019-03-31,,,2018-03-31,,,2017-03-31,,,2020-03-31,,,2019-03-31,,,2018-03-31,,,2021-03-31,,,2020-03-31,,,2019-03-31,,,,,,,,,,,,,,,,,,,,,,,,817585441.0,2016-01-06,2024-03-22T14:26:06,2.0,PME
PITHIOUD,892722430,14.0,Societe a responsabilite limitee a associe unique,0000Z,879 ROUTE NATIONALE 6,71680.0,CRECHES SUR SAONE,Bourgogne-Franche-Comté,2021-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,892722430.0,2020-12-03,2024-03-22T14:26:06,2.0,PME
LE P'TIT VIAND'ART,805192671,16.0,Societe a responsabilite limitee,0000Z,59 GRANDE RUE,69850.0,ST MARTIN EN HAUT,Auvergne-Rhône-Alpes,2014-10-14,,2018-06-30,,,2017-06-30,,,2016-06-30,344795.0,12094.0,2019-06-30,,,2018-06-30,,,2017-06-30,,,2020-06-30,,,2019-06-30,,,2018-06-30,,,,,,,,,,,,2022-06-30,,,2021-06-30,,,2020-06-30,,,,,,,,,,,,,,,805192671.0,2014-10-08,2024-03-22T14:26:06,4.0,PME
CELISE,838311322,13.0,Societe a responsabilite limitee,0000Z,LIEU DIT LIDON,79210.0,ST HILAIRE LA PALUD,Aquitaine-Limousin-Poitou-Charentes,2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,838311322.0,2018-03-20,2024-03-22T14:26:06,2.0,PME
AS FORMATION NEUILLY,840473706,17.0,Societe a responsabilite limitee a associe unique,0000Z,151 AVENUE ACHILLE PERETTI,92200.0,NEUILLY SUR SEINE,Ile-de-France,2018-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,840473706.0,2018-06-18,2024-03-22T14:26:06,2.0,PME
BOUCHERIE PIRONNET,830504833,13.0,Societe a responsabilite limitee,0000Z,10 PLACE DU MARCHE,22320.0,CORLAY,Bretagne,2017-06-28,2019-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,830504833.0,2017-06-26,2024-03-22T14:26:06,1.0,PME
COXILIRE,901474247,11.0,Societe par actions simplifiee a associe unique,0000Z,6 CENTRE COMMERCIAL LE CLOS BLANC,49530.0,OREE D ANJOU,Pays-de-la-Loire,2021-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,901474247.0,2021-07-16,2024-03-22T14:26:06,2.0,PME
EPICURE & BACCHUS,901467795,18.0,Societe par actions simplifiee,0000Z,13 RUE DE BESANCON,25111.0,MONTGESOYE,Bourgogne-Franche-Comté,2021-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,901467795.0,2021-07-06,2024-03-22T14:26:06,2.0,PME
S-O LINK,918996349,18.0,Société à responsabilité limitée,0000Z,1550 ROUTE D AUCH,82000.0,MONTAUBAN,Languedoc-Roussillon-Midi-Pyrénées,2022-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,918996349.0,2022-09-07,2024-03-22T14:26:06,2.0,
LUCAS,850252586,19.0,Societe a responsabilite limitee a associe unique,0000Z,20 PLACE DU NOMBRE D OR,34000.0,MONTPELLIER,Languedoc-Roussillon-Midi-Pyrénées,2019-04-23,2020-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,850252586.0,2019-04-18,2024-03-22T14:26:06,2.0,
WHITE WOLF Corporation,953663796,19.0,Société par actions simplifiée à associé unique,0000Z,11 RUE WALDECK ROUSSEAU,69006.0,LYON,Auvergne-Rhône-Alpes,2023-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,953663796.0,2023-06-20,2024-03-22T14:26:06,1.0,
AU MOULIN DU CHATEAU,840336465,17.0,Societe a responsabilite limitee,0000Z,1 FAUBOURG BASSE VILLE,16110.0,LA ROCHEFOUCAULD,Aquitaine-Limousin-Poitou-Charentes,2018-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,840336465.0,2018-06-11,2024-03-22T14:26:06,2.0,PME
AUBERT THEOPHILE,840369342,18.0,Societe par actions simplifiee a associe unique,0000Z,8 RUE DROITE,48000.0,MENDE,Languedoc-Roussillon-Midi-Pyrénées,2018-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,840369342.0,2018-06-05,2024-03-22T14:26:06,2.0,PME
DELICES OISE,838268654,12.0,Societe par actions simplifiee a associe unique,0000Z,290 RUE JEAN JAURES,60280.0,MARGNY LES COMPIEGNE,Nord-Pas-de-Calais-Picardie,2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,838268654.0,2018-03-19,2024-03-22T14:26:06,4.0,PME
LA TABLE D'AUZEVILLE,849496443,11.0,Societe a responsabilite limitee a associe unique,0000Z,35 CHEMIN DE L EGLISE,31320.0,AUZEVILLE TOLOSANE,Languedoc-Roussillon-Midi-Pyrénées,2019-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,849496443.0,2019-03-25,2024-03-22T14:26:06,2.0,PME
L'OUVEZE 67,879915783,10.0,Societe a responsabilite limitee,0000Z,19 PLACE MONTFORT,84110.0,VAISON LA ROMAINE,Provence-Alpes-Côte d'Azur,2019-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,879915783.0,2019-12-18,2024-04-15T16:27:38,4.0,PME
RENNES OLS,892645060,13.0,Societe a responsabilite limitee,0000Z,9 RUE DES MESANGES,39230.0,CHAUMERGY,Bourgogne-Franche-Comté,2021-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,892645060.0,2021-01-04,2024-03-22T14:26:06,2.0,PME
L'ANTICO MULINO,847764958,17.0,Societe a responsabilite limitee,0000Z,1 B IMPASSE JAUME COMTE,13210.0,ST REMY DE PROVENCE,Provence-Alpes-Côte d'Azur,2019-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,847764958.0,2019-01-28,2024-03-22T14:26:06,2.0,PME
FAVIN Leonce FACTORY,901471664,10.0,Societe par actions simplifiee,0000Z,3 RUE DU PUITS,10220.0,DOSCHES,Alsace-Champagne-Ardenne-Lorraine,2021-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,901471664.0,2021-07-16,2024-03-22T14:26:06,2.0,
KBLEC,847755121,13.0,Societe a responsabilite limitee,0000Z,3 A PORTE DES MARAIS,50620.0,ST FROMOND,Normandie,2019-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,847755121.0,2019-01-08,2024-03-22T14:26:06,4.0,PME
GRAND HOTEL DE LA ROUTE DE SENLIS,901481424,17.0,Societe par actions simplifiee a associe unique,0000Z,67 QUAI CHARLES DE GAULLE,69006.0,LYON,Auvergne-Rhône-Alpes,2021-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,901481424.0,2021-07-15,2024-03-22T14:26:06,2.0,ETI
Crèches Expansion Vernouillet,949173603,18.0,Société à responsabilité limitée,0000Z,7 B RUE DU PUITS GODEAU,28500.0,GARNAY,Centre-Val de Loire,2023-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,949173603.0,2023-02-20,2024-03-22T14:26:06,1.0,
ELION,812826782,11.0,Societe a responsabilite limitee,0000Z,26 B RUE GASTON CREPIN,93000.0,BOBIGNY,Ile-de-France,2015-07-30,2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,812826782.0,2015-07-30,2024-03-22T14:26:06,2.0,
LA BOULANGERE ET L'EPICIER,879783280,16.0,Societe a responsabilite limitee a associe unique,0000Z,ROUTE D AUBRAC,12470.0,ST CHELY D AUBRAC,Languedoc-Roussillon-Midi-Pyrénées,2019-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,879783280.0,2019-12-13,2024-03-22T14:26:06,3.0,PME
ATELIER PIERRE HELBERT LUTHIER,838362473,12.0,Societe a responsabilite limitee,0000Z,12 RUE DE LAPOUTROIE,67100.0,STRASBOURG,Alsace-Champagne-Ardenne-Lorraine,2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,838362473.0,2018-02-08,2024-03-22T14:26:06,2.0,PME
ECLAIR SHUTTLE SAS,813066313,12.0,Societe par actions simplifiee a associe unique,0000Z,7 PLACE AUX GRUMES,93200.0,ST DENIS,Ile-de-France,2015-08-14,2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,813066313.0,2015-08-14,2024-03-22T14:26:06,1.0,
LA CANTINA,879818029,16.0,Societe par actions simplifiee a associe unique,0000Z,2 AVENUE DU MARECHAL JOFFRE,64200.0,BIARRITZ,Aquitaine-Limousin-Poitou-Charentes,2019-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,879818029.0,2019-12-12,2024-03-22T14:26:06,2.0,PME
Jeannot,847798055,12.0,Societe par actions simplifiee a associe unique,0000Z,21 RUE PAUL GAUGUIN,69500.0,BRON,Auvergne-Rhône-Alpes,2019-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,847798055.0,2019-01-29,2024-03-22T14:26:06,3.0,PME
SUPERMARKET GAMBETTA,851340919,14.0,Societe par actions simplifiee a associe unique,0000Z,2 RUE LUCIEN JEANNON,30300.0,JONQUIERES ST VINCENT,Languedoc-Roussillon-Midi-Pyrénées,2019-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,851340919.0,2019-05-23,2024-03-22T14:26:06,2.0,
LA SUITE CHIC ET TENDANCE,880048830,17.0,Societe par actions simplifiee a associe unique,0000Z,RUE ALEXANDRE RAFFIN,42300.0,ROANNE,Auvergne-Rhône-Alpes,2019-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,880048830.0,2019-12-23,2024-03-22T14:26:06,2.0,PME
CTABA,832623284,11.0,Societe a responsabilite limitee,0000Z,14 RUE DE LA POTIERE,51450.0,BETHENY,Alsace-Champagne-Ardenne-Lorraine,2017-10-13,2020-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,832623284.0,2017-10-13,2024-03-22T14:26:06,2.0,
STMD DISTRIBUTION,840131239,13.0,Societe par actions simplifiee,0000Z,35 RUE DES RIBES,63170.0,AUBIERE,Auvergne-Rhône-Alpes,2018-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,840131239.0,2018-06-04,2024-03-22T14:26:06,4.0,PME
LA BRASSERIE FAMILIALE,840794986,17.0,Societe par actions simplifiee a associe unique,0000Z,18 RUE DE LA REPUBLIQUE,34600.0,BEDARIEUX,Languedoc-Roussillon-Midi-Pyrénées,2018-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,840794986.0,2018-06-23,2024-03-22T14:26:06,1.0,PME
LEALY,842623241,10.0,Societe par actions simplifiee a associe unique,0000Z,5 ROUTE DE THOMIREY,21360.0,SAUSSEY,Bourgogne-Franche-Comté,2018-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,842623241.0,2018-09-18,2024-03-22T14:26:06,3.0,PME
LE VILLAGE DE MONTREUIL,842330474,11.0,Societe en nom collectif,0000Z,70 RUE DE PARIS,93100.0,MONTREUIL,Ile-de-France,2018-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,842330474.0,2018-09-14,2024-03-22T14:26:06,2.0,PME
PIZZ&DELICES,919851253,14.0,Société par actions simplifiée,0000Z,573 AVENUE DE SIBLAS,83000.0,TOULON,Provence-Alpes-Côte d'Azur,2022-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,919851253.0,2022-09-30,2024-03-22T14:26:06,2.0,
LE TRUCK A PIERROT,842145971,11.0,Societe a responsabilite limitee,0000Z,5 RUE DE ROCHEFORT,16100.0,COGNAC,Aquitaine-Limousin-Poitou-Charentes,2018-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,842145971.0,2018-07-30,2024-03-22T14:26:06,3.0,PME
LAMARGOT,913516464,17.0,Société par actions simplifiée à associé unique,0000Z,414 RUE DE LA LIBERTE,11210.0,PORT LA NOUVELLE,Languedoc-Roussillon-Midi-Pyrénées,2022-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,913516464.0,2022-05-16,2024-03-22T14:26:06,2.0,
TRANSPORTS COLLET,891761405,10.0,Societe par actions simplifiee a associe unique,0000Z,ZONE INDUSTRIELLE LES NARRONS,36200.0,ARGENTON SUR CREUSE,Centre-Val de Loire,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,891761405.0,2020-11-23,2024-03-22T14:26:06,2.0,ETI
PAL26,919753400,10.0,Société par actions simplifiée,0000Z,33 AVENUE DE VERDUN,26000.0,VALENCE,Auvergne-Rhône-Alpes,2022-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,919753400.0,2022-09-26,2024-03-22T14:26:06,2.0,
LES CRECHES CALINES,913545679,15.0,Société par actions simplifiée,0000Z,159 T AVENUE DU DOCTEUR NANCEL PENARD,33600.0,PESSAC,Aquitaine-Limousin-Poitou-Charentes,2022-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,913545679.0,2022-05-16,2024-03-22T14:26:06,3.0,
L'ORIU DI CHERA,894361146,18.0,Societe a responsabilite limitee a associe unique,0000Z,16 RUE LONGUE,20169.0,BONIFACIO,Corse,2021-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,894361146.0,2021-01-25,2024-05-18T05:18:45,2.0,PME
SAUVAGEOT,903030443,19.0,Societe a responsabilite limitee a associe unique,0000Z,13 GRANDE RUE,90160.0,PEROUSE,Bourgogne-Franche-Comté,2021-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,903030443.0,2021-09-01,2024-03-22T14:26:06,2.0,PME
PICHOUX,879465508,15.0,Societe par actions simplifiee,0000Z,8 AVENUE DE LA LIBERATION,33127.0,MARTIGNAS SUR JALLE,Aquitaine-Limousin-Poitou-Charentes,2019-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,879465508.0,2019-12-05,2024-04-03T13:14:41,2.0,PME
L'ART DE VOUS REVELER,894360999,11.0,Societe a responsabilite limitee a associe unique,0000Z,29 AVENUE PAUL DOUMER,42380.0,ST BONNET LE CHATEAU,Auvergne-Rhône-Alpes,2021-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,894360999.0,2021-02-22,2024-03-22T14:26:06,1.0,PME
LE GARDEN,830916441,17.0,Societe a responsabilite limitee,0000Z,29 QUAI DE BONNEUIL,94100.0,ST MAUR DES FOSSES,Ile-de-France,2017-07-18,,2018-06-30,,,,,,,,,2019-06-30,784435.0,80225.0,2018-06-30,,,,,,2020-06-30,,,2019-06-30,784435.0,80225.0,2018-06-30,,,2021-06-30,,,2020-06-30,,,2019-06-30,784435.0,80225.0,,,,,,,,,,,,,,,,,,,,,,830916441.0,2017-07-12,2024-03-22T14:26:06,2.0,PME
LE DISCOUNT AUTO,840830210,18.0,Societe par actions simplifiee,0000Z,4 RUE DE CAULET,31300.0,TOULOUSE,Languedoc-Roussillon-Midi-Pyrénées,2018-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,840830210.0,2018-06-26,2024-03-22T14:26:06,3.0,PME
LE GLACIER,840871024,13.0,Societe a responsabilite limitee,0000Z,12 AVENUE VICTOR HUGO,34400.0,LUNEL,Languedoc-Roussillon-Midi-Pyrénées,2018-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,840871024.0,2018-07-04,2024-03-22T14:26:06,3.0,PME
SIDEMAR,903148039,14.0,Societe par actions simplifiee,0000Z,17 AVENUE JEAN JAURES,66200.0,ALENYA,Languedoc-Roussillon-Midi-Pyrénées,2021-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,903148039.0,2021-09-15,2024-06-13T05:20:59,2.0,PME
LE SAVARIN,842648974,17.0,Societe par actions simplifiee a associe unique,0000Z,25 RUE BRILLAT SAVARIN,1160.0,PONT D AIN,Auvergne-Rhône-Alpes,2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,842648974.0,2018-09-21,2024-03-22T14:26:06,2.0,PME
ORDET,919748871,10.0,Société par actions simplifiée,0000Z,51 RUE ALEXANDER FLEMING,73000.0,CHAMBERY,Auvergne-Rhône-Alpes,2022-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,919748871.0,2022-09-27,2024-03-22T14:26:06,2.0,
OPTIQUE FLEURANCE,919655076,17.0,Société par actions simplifiée à associé unique,0000Z,14 PLACE DE LA REPUBLIQUE,32500.0,FLEURANCE,Languedoc-Roussillon-Midi-Pyrénées,2022-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,919655076.0,2022-09-26,2024-03-22T14:26:06,2.0,
TO-MI,879782829,11.0,Societe a responsabilite limitee,0000Z,15 AVENUE D ALSACE,6000.0,NICE,Provence-Alpes-Côte d'Azur,2019-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,879782829.0,2019-12-13,2024-03-22T14:26:06,1.0,PME
LE SANFRANCISCAU,841385354,11.0,Societe par actions simplifiee,0000Z,2 RUE SAINT PIERRE,66380.0,PIA,Languedoc-Roussillon-Midi-Pyrénées,2018-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,841385354.0,2018-07-27,2024-03-22T14:26:06,2.0,PME
EURL GAUTHIER CHRISTOPHE,790179717,18.0,Societe a responsabilite limitee a associe unique,0000Z,10 AVENUE DE LA GARE,39190.0,BEAUFORT,Bourgogne-Franche-Comté,2012-12-28,2018-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,790179717.0,2012-12-14,2024-03-22T14:26:06,1.0,
LE SALON D'ANGELIQUE,842176422,17.0,Societe a responsabilite limitee a associe unique,0000Z,5 PLACE DE L EGLISE,56250.0,SULNIAC,Bretagne,2018-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,842176422.0,2018-09-04,2024-03-22T14:26:06,2.0,PME
LE ROMARIN,841733546,11.0,Societe a responsabilite limitee,0000Z,168 rue de la Liberation,49530.0,OREE D'ANJOU,Pays-de-la-Loire,2018-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,841733546.0,2018-10-01,2024-03-22T14:26:06,2.0,
LE QG DES SAVEURS,842249146,15.0,Societe par actions simplifiee,0000Z,112 RUE SAINTE ANNE,56270.0,PLOEMEUR,Bretagne,2018-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,842249146.0,2018-09-11,2024-03-22T14:26:06,3.0,PME
ALPHA,952709293,15.0,Société par actions simplifiée à associé unique,0000Z,83 AVENUE DES ROMARINS,31470.0,FONSORBES,Languedoc-Roussillon-Midi-Pyrénées,2023-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,952709293.0,2023-05-22,2024-07-31T17:12:19,2.0,
Arts & Merveilles Production,750450769,13.0,Societe a responsabilite limitee a associe unique,0000Z,27 B RUE DU GENERAL DE GAULLE,69530.0,BRIGNAIS,Auvergne-Rhône-Alpes,2012-04-05,2020-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,750450769.0,2012-02-24,2024-03-22T14:26:06,2.0,
THISOR,903154946,11.0,Societe par actions simplifiee a associe unique,0000Z,93 ROUTE DES GRES,30390.0,ESTEZARGUES,Languedoc-Roussillon-Midi-Pyrénées,2021-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,903154946.0,2021-09-13,2024-03-22T14:26:06,2.0,PME
