company_name;siren_number;nic_number;legal_form;ape_code;address;postal_code;city;region;registration_date;deregistration_date;closing_date_2018_1;revenue_2018_1;turnover_2018_1;closing_date_2018_2;revenue_2018_2;turnover_2018_2;closing_date_2018_3;revenue_2018_3;turnover_2018_3;closing_date_2019_1;revenue_2019_1;turnover_2019_1;closing_date_2019_2;revenue_2019_2;turnover_2019_2;closing_date_2019_3;revenue_2019_3;turnover_2019_3;closing_date_2020_1;revenue_2020_1;turnover_2020_1;closing_date_2020_2;revenue_2020_2;turnover_2020_2;closing_date_2020_3;revenue_2020_3;turnover_2020_3;closing_date_2021_1;revenue_2021_1;turnover_2021_1;closing_date_2021_2;revenue_2021_2;turnover_2021_2;closing_date_2021_3;revenue_2021_3;turnover_2021_3;closing_date_2022_1;revenue_2022_1;turnover_2022_1;closing_date_2022_2;revenue_2022_2;turnover_2022_2;closing_date_2022_3;revenue_2022_3;turnover_2022_3;industry_sector;phone_number;website;reviews;schedule;instagram;facebook;twitter;linkedin;youtube;email;scraping_date;date_creation;last_processing_date;number_of_employee;company_category
PATRIMOINE INVESTISSEMENTS;538677824.0;20.0;Societe par actions simplifiee;6810Z;1180 RUE DE SAINT ALBAN;38200.0;VIENNE;Auvergne-Rhône-Alpes;2015-10-06;;2018-12-31;;-4240.0;2017-12-31;0.0;1.0;2016-12-31;39660.0;30803.0;2019-12-31;;-5165.0;2018-12-31;0.0;-4240.0;2017-12-31;0.0;1.0;2020-12-31;;24947.0;2019-12-31;0.0;-5165.0;2018-12-31;0.0;-4240.0;2021-12-31;169572.0;18628.0;2020-12-31;0.0;24947.0;2019-12-31;0.0;-5165.0;;;;;;;;;;;;;;;;;;;;;;2011-12-23;2024-03-22T14:26:06;2.0;PME
B.S.G.S;538709189.0;38.0;Societe a responsabilite limitee;4321A;70 RUE FRANCIS DE PRESSENSE;93200.0;ST DENIS;Ile-de-France;2013-11-26;;2018-12-31;764636.0;62424.0;2017-12-31;946955.0;58193.0;2016-12-31;517572.0;44074.0;2019-12-31;;;2018-12-31;764636.0;62424.0;2017-12-31;946955.0;58193.0;2020-12-31;758940.0;36014.0;;;;;;;2021-12-31;1392901.0;62884.0;2020-12-31;758940.0;36014.0;;;;;;;;;;;;;;;;;;;;;;;;;2011-11-18;2024-03-22T14:26:06;5.0;PME
BLACK BEE;538806928.0;15.0;Societe a responsabilite limitee;4778C;10 RUE DU MAIL;75002.0;PARIS;Ile-de-France;2012-01-05;;2018-12-31;160015.0;15593.0;2017-12-31;146334.0;21954.0;2016-12-31;;;2019-12-31;;;2018-12-31;160015.0;15593.0;2017-12-31;146334.0;21954.0;2020-12-31;;;2019-12-31;;;2018-12-31;160015.0;15593.0;2021-12-31;;;2020-12-31;;;2019-12-31;;;2022-12-31;;;2021-12-31;;;2020-12-31;;;;;;;;;;;;;;;2011-12-22;2024-03-22T14:26:06;1.0;PME
SOS OXYGENE PYRENEES CENTRE;539148866.0;12.0;Societe a responsabilite limitee a associe unique;7739Z;151 BOULEVARD DU CAMI SALIE;64000.0;PAU;Aquitaine-Limousin-Poitou-Charentes;2012-01-16;;2018-12-31;5167955.0;480563.0;2017-12-31;4958440.0;572490.0;2016-12-31;4787880.0;658370.0;2019-12-31;5285260.0;489830.0;2018-12-31;5167960.0;480560.0;2017-12-31;4958440.0;572490.0;2020-12-31;;;2019-12-31;5285260.0;489830.0;2018-12-31;5167960.0;480560.0;2021-12-31;5634351.0;568510.0;2020-12-31;5481899.0;521621.0;2019-12-31;5285260.0;489830.0;;;;;;;;;;;;;;;;;;;;;;2012-01-02;2024-04-20T05:12:33;3.0;ETI
GALERIE NICOLAS BOURRIAUD;539183657.0;45.0;Societe a responsabilite limitee;4779Z;205 RUE DU FAUBOURG SAINT HONORE;75008.0;PARIS;Ile-de-France;2012-01-13;;2018-12-31;1735384.0;135777.0;2017-12-31;1372714.0;80637.0;2016-12-31;1099882.0;30436.0;2019-12-31;;;2018-12-31;1735384.0;135777.0;2017-12-31;1372714.0;80637.0;2020-12-31;;;2019-12-31;;;2018-12-31;1735384.0;135777.0;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2012-01-01;2024-03-22T14:26:06;3.0;PME
GARAGE CHRISTIAN JACQUES;539353946.0;12.0;Societe a responsabilite limitee;4520A;AVENUE JEAN MONNET;13410.0;LAMBESC;Provence-Alpes-Côte d'Azur;2012-01-24;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2012-01-01;2024-06-03T10:01:11;4.0;PME
SOCIETE MUSE EN ART;539594192.0;12.0;Societe a responsabilite limitee;4778C;AVENUE DE FLANDRE;59170.0;CROIX;Nord-Pas-de-Calais-Picardie;2012-02-14;;2018-12-31;;;2017-12-31;;;2016-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2012-01-20;2024-03-22T14:26:06;2.0;PME
MCC LOR'ART;540025038.0;22.0;Societe par actions simplifiee a associe unique;4391A;2 RUE DES GUNCHERES;63410.0;MANZAT;Auvergne-Rhône-Alpes;2012-03-06;;2018-12-31;137487.0;121367.0;2017-12-31;71665.0;-98335.0;2016-12-31;108210.0;15020.0;2019-12-31;;;2018-12-31;137487.0;121367.0;2017-12-31;71665.0;-98335.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2012-02-01;2024-04-10T05:28:03;4.0;PME
PARIS HOTEL CAPITAL OPERA DIAMOND;552112484.0;27.0;Societe par actions simplifiee a associe unique;5510Z;4 RUE DE LA PEPINIERE;75008.0;PARIS;Ile-de-France;1955-09-14;;2018-12-31;5690975.0;161251.0;2017-12-31;4616867.0;-263734.0;2016-12-31;3555443.0;-474289.0;2019-12-31;5528447.0;-16236.0;2018-12-31;5690975.0;161251.0;2017-12-31;4616867.0;-263734.0;2020-12-31;2115408.0;-1476867.0;2019-12-31;5528447.0;-16236.0;2018-12-31;5690975.0;161251.0;2021-12-31;2162342.0;-3756688.0;2020-12-31;2115408.0;-1476867.0;2019-12-31;5528447.0;-16236.0;;;;;;;;;;;;;;;;;;;;;;1955-01-01;2024-03-22T14:26:06;10.0;PME
VINK FRANCE;552146425.0;178.0;Societe par actions simplifiee;4669B;AVENUE DE LA GARE;95380.0;LOUVRES;;1997-10-13;;2018-12-31;47700857.0;-320252.0;2017-12-31;39817790.0;-17165.0;2016-12-31;41503145.0;291744.0;2019-12-31;47762106.0;-517081.0;2018-12-31;47700857.0;-320252.0;2017-12-31;39817790.0;-17165.0;2020-12-31;42269481.0;453713.0;2019-12-31;47762106.0;-517081.0;2018-12-31;47700857.0;-320252.0;2021-12-31;42415208.0;1064126.0;2020-12-31;42269481.0;453713.0;2019-12-31;47762106.0;-517081.0;;;;;;;;;;;;;;;;;;;;;;1980-01-01;2024-03-22T14:26:06;8.0;PME
ETS RENE LABBE - CCM COMPTOIR DU CAOUTCHOUC MANUFACTURE;562072512.0;30.0;Societe par actions simplifiee a associe unique;4669B;RUE JACQUES KELLNER;95150.0;TAVERNY;;1996-05-03;;2018-12-31;4915712.0;107227.0;;;;2016-12-31;4309997.0;93107.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1900-01-01;2024-03-22T14:26:06;9.0;PME
FRAVIDEC;605620251.0;13.0;Societe par actions simplifiee;2562A;CHEMIN DE LA CURZEILLE;74300.0;CLUSES;Auvergne-Rhône-Alpes;1956-05-12;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;2022-12-31;;;2021-12-31;;;2020-12-31;;;;;;;;;;;;;;;1956-01-01;2024-03-22T14:26:06;7.0;PME
VMLY&R FRANCE;642016778.0;101.0;Societe par actions simplifiee;7311Z;57 AVENUE ANDRE MORIZET;92100.0;BOULOGNE BILLANCOURT;Ile-de-France;1964-03-25;;2018-12-31;68702746.0;23367157.0;2017-12-31;26574033.0;3834374.0;2016-12-31;25987867.0;3445183.0;2019-12-31;61009878.0;4279629.0;2018-12-31;68702746.0;23367157.0;2017-12-31;26574033.0;3834374.0;2020-12-31;47971220.0;1844983.0;2019-12-31;61009878.0;4279629.0;2018-12-31;68702746.0;23367157.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1964-03-25;2024-04-10T05:11:30;12.0;ETI
IMPRIMERIE DU CERCLE;682037809.0;14.0;Societe par actions simplifiee a associe unique;1812Z;5 RUE MONTGOLFIER;93500.0;PANTIN;Ile-de-France;1968-11-25;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;1968-01-01;2024-03-22T14:26:06;4.0;PME
SOCIETE D'EXPLOITATION ELECTRO DIESEL;696220011.0;55.0;Societe anonyme;4532Z;Zone d'activite commerciale de Saint Martin Nord;6250.0;MOUGINS;Provence-Alpes-Côte d'Azur;1962-01-03;;2018-12-31;;;2017-12-31;;;2016-12-31;2549848.0;-333717.0;2019-12-31;3014613.0;-1021808.0;2018-12-31;;;2017-12-31;;;2020-12-31;2648014.0;-1097160.0;2019-12-31;3014613.0;-1021808.0;2018-12-31;;;2021-12-31;3000954.0;-1111655.0;2020-12-31;2648014.0;-1097160.0;2019-12-31;3014613.0;-1021808.0;;;;;;;;;;;;;;;;;;;;;;1962-01-01;2024-03-22T14:26:06;6.0;ETI
ETABLISSEMENTS DAVID;697280493.0;50.0;Societe par actions simplifiee;4321A;68 RUE SAINT LAZARE;60800.0;CREPY EN VALOIS;Nord-Pas-de-Calais-Picardie;1972-05-24;;2018-12-31;;;2017-12-31;;;2016-12-31;671336.0;36715.0;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;1053275.0;65698.0;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;1053275.0;65698.0;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;1964-01-01;2024-03-22T14:26:06;7.0;PME
AUDIT ANALYSE CONSEIL EXPERTISE;749831640.0;26.0;Societe par actions simplifiee;6920Z;9 RUE ROUVET;75019.0;PARIS;Ile-de-France;2012-03-02;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2012-02-18;2024-05-30T05:38:36;2.0;PME
T.R.T.;750005480.0;25.0;Societe par actions simplifiee a associe unique;4941B;11 RUE ROBERT VIGNES;93240.0;STAINS;Ile-de-France;2012-03-12;;2018-12-31;222258.0;4743.0;2017-12-31;159689.0;35673.0;2016-12-31;164080.0;18575.0;2019-12-31;;;2018-12-31;222258.0;4743.0;2017-12-31;159689.0;35673.0;2020-12-31;;;2019-12-31;;;2018-12-31;222258.0;4743.0;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2012-02-17;2024-03-22T14:26:06;2.0;PME
POP DESIGN;750264392.0;36.0;Societe a responsabilite limitee a associe unique;8230Z;12 RUE LIONEL TERRAY;69740.0;GENAS;Auvergne-Rhône-Alpes;2012-03-16;;2018-12-31;;;2017-12-31;;;2016-12-31;102361.0;3730.0;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2012-03-01;2024-03-22T14:26:06;3.0;PME
L.T.G.M. - LA TRES GRANDE MAISON;750327439.0;14.0;Societe a responsabilite limitee;5520Z;QUARTIER LES GRANGES;26120.0;MONTMEYRAN;Auvergne-Rhône-Alpes;2012-03-16;;2018-12-31;;;2017-12-31;;;2016-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2012-02-15;2024-03-22T14:26:06;3.0;
IMEX 360;750370165.0;11.0;Societe par actions simplifiee;4673A;GALATIN;74230.0;THONES;Auvergne-Rhône-Alpes;2012-03-21;;2018-12-31;;;2017-12-31;;;2016-12-31;4602749.0;4908.0;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2012-03-01;2024-05-16T13:09:37;2.0;PME
STARSTALENTS;750687741.0;17.0;Societe a responsabilite limitee a associe unique;6201Z;3 RUE DENFERT ROCHEREAU;93200.0;ST DENIS;Ile-de-France;2012-04-03;;2018-09-30;;;2017-09-30;;;2016-09-30;;;2019-09-30;;;2018-09-30;;;2017-09-30;;;2020-09-30;;;2019-09-30;;;2018-09-30;;;2021-09-30;;;;;;2019-09-30;;;;;;;;;;;;;;;;;;;;;;;;2012-03-16;2024-03-22T14:26:06;4.0;PME
LTEM;751047028.0;38.0;Societe par actions simplifiee;4399A;11 LOTISSEMENT LES CEDRES;38780.0;ESTRABLIN;Auvergne-Rhône-Alpes;2012-04-23;;2018-12-31;451831.0;45904.0;2017-12-31;637603.0;83781.0;2016-12-31;396418.0;24301.0;2019-12-31;518393.0;75244.0;2018-12-31;451831.0;45904.0;2017-12-31;637603.0;83781.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2012-04-09;2024-03-22T14:26:06;6.0;
LE COUP DE FOURCHETTE;751095001.0;10.0;Societe a responsabilite limitee;5610A;15 B AVENUE CHARLES DAHON;6590.0;THEOULE SUR MER;Provence-Alpes-Côte d'Azur;2012-04-23;;2018-12-31;;;2017-12-31;206838.0;795.0;2016-12-31;195954.0;760.0;2019-12-31;;;2018-12-31;;;2017-12-31;206838.0;795.0;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2012-04-01;2024-03-22T14:26:06;1.0;PME
FLAJULOU;751134602.0;18.0;Societe a responsabilite limitee;7010Z;125 AVENUE DE FLANDRE;59290.0;WASQUEHAL;Nord-Pas-de-Calais-Picardie;2012-04-23;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2012-04-10;2024-03-22T14:26:06;2.0;PME
SOCIETE D'INVESTISSEMENT CIME CATALANE;751352147.0;19.0;Societe a responsabilite limitee;4110A;RN 116;66800.0;ERR;Languedoc-Roussillon-Midi-Pyrénées;2012-05-14;;2018-12-31;30000.0;-1420.0;2017-12-31;30000.0;-853.0;2016-12-31;31521.0;3900.0;2019-12-31;30000.0;83.0;2018-12-31;30000.0;-1420.0;2017-12-31;30000.0;-853.0;2020-12-31;30000.0;660.0;2019-12-31;30000.0;83.0;2018-12-31;30000.0;-1420.0;2021-12-31;30000.0;1395.0;2020-12-31;30000.0;660.0;2019-12-31;30000.0;83.0;;;;;;;;;;;;;;;;;;;;;;2012-04-30;2024-03-22T14:26:06;2.0;PME
SECTEUR BOIS;751387465.0;14.0;Societe a responsabilite limitee a associe unique;0220Z;LA BARRIERE;87800.0;LA ROCHE L ABEILLE;Aquitaine-Limousin-Poitou-Charentes;2012-05-09;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2012-04-10;2024-03-22T14:26:06;3.0;PME
PLANET EXPAT;751482811.0;13.0;Societe a responsabilite limitee;7022Z;238 RUE BERTHELOT;59220.0;DENAIN;Nord-Pas-de-Calais-Picardie;2012-05-14;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;;;;;;;;;;2021-12-31;;;;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2012-06-01;2024-03-22T14:26:06;2.0;PME
ADEQUATION IMMOBILIER;751827189.0;18.0;Societe a responsabilite limitee;6831Z;159 RUE PIERRE BROSSOLETTE;93160.0;NOISY LE GRAND;Ile-de-France;2012-06-01;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2012-05-24;2024-03-22T14:26:06;2.0;PME
J.V AUTOMOBILES;751939760.0;11.0;Societe a responsabilite limitee;4511Z;19 RUE DU MARECHAL FOCH;59890.0;DEULEMONT;Nord-Pas-de-Calais-Picardie;2012-06-29;;2018-09-30;;;2017-09-30;;;2016-09-30;;;2019-09-30;;;;;;;;;2020-09-30;;;2019-09-30;;;;;;2021-09-30;;;2020-09-30;;;2019-09-30;;;;;;;;;;;;;;;;;;;;;;;;2012-06-14;2024-03-22T14:26:06;2.0;PME
GROUPE SCHERTZ;773800032.0;72.0;Societe anonyme;722A;6 RUE DE L ABBE GROULT;75015.0;PARIS;Ile-de-France;2015-09-15;;2018-12-31;1063187.0;3783375.0;2017-12-31;970817.0;462883.0;2016-12-31;1044811.0;2836040.0;2019-12-31;1139554.0;1198650.0;2018-12-31;1063187.0;3783375.0;2017-12-31;970817.0;462883.0;2020-12-31;1238867.0;75818.0;2019-12-31;1139554.0;1198650.0;2018-12-31;1063187.0;3783375.0;2021-12-31;1588757.0;3187865.0;2020-12-31;1238867.0;75818.0;2019-12-31;1139554.0;1198650.0;;;;;;;;;;;;;;;;;;;;;;1973-01-01;2024-04-17T05:38:16;10.0;ETI
SOFFOCOR;775684715.0;29.0;Societe par actions simplifiee;0220Z;RONDINARA;20169.0;BONIFACIO;Corse;1999-06-14;;2018-12-31;18261.0;-18042.0;2017-12-31;18000.0;8000.0;2016-12-31;18000.0;4000.0;2019-12-31;18000.0;12000.0;2018-12-31;18000.0;-18000.0;2017-12-31;18000.0;8000.0;2020-12-31;18636.0;5010.0;2019-12-31;18000.0;12000.0;2018-12-31;18000.0;-18000.0;2021-12-31;19237.0;7463.0;2020-12-31;18636.0;5010.0;2019-12-31;18000.0;12000.0;2022-12-31;22937.0;9308.0;2021-12-31;19237.0;7463.0;2020-12-31;18636.0;5010.0;;;;;;;;;;;;;1965-01-01;2024-03-22T14:26:06;4.0;PME
SAINT-JACQUES;780569919.0;35.0;Societe par actions simplifiee;4673A;7 RUE D ALSACE;60200.0;COMPIEGNE;Nord-Pas-de-Calais-Picardie;1956-04-12;;2018-12-31;201542.0;151069.0;2017-12-31;304430.0;228653.0;2016-12-31;321478.0;170778.0;2019-12-31;171654.0;527552.0;2018-12-31;201542.0;151069.0;2017-12-31;304430.0;228653.0;2020-12-31;175319.0;235153.0;2019-12-31;171654.0;527552.0;2018-12-31;201542.0;151069.0;2021-12-31;173035.0;735712.0;2020-12-31;175319.0;235153.0;2019-12-31;171654.0;527552.0;;;;;;;;;;;;;;;;;;;;;;1956-01-01;2024-05-08T05:10:17;9.0;PME
SOCIETE DE CONTROLE DE GESTION;784131146.0;51.0;Societe a responsabilite limitee;6920Z;814 AVENUE DE BRUXELLES;83500.0;LA SEYNE SUR MER;Provence-Alpes-Côte d'Azur;1971-01-25;;2018-12-31;951169.0;185611.0;2017-12-31;;;2016-12-31;861352.0;132137.0;2019-12-31;1000869.0;167557.0;2018-12-31;951169.0;185611.0;2017-12-31;;;2020-12-31;;;2019-12-31;1000869.0;167557.0;2018-12-31;951169.0;185611.0;2021-12-31;;;2020-12-31;;;2019-12-31;1000869.0;167557.0;;;;;;;;;;;;;;;;;;;;;;1971-01-01;2024-03-22T14:26:06;7.0;PME
PRESSING LE PRESTIGE;788861276.0;12.0;Societe a responsabilite limitee a associe unique;9601B;BOULEVARD DU PRESIDENT GEORGES POMPIDO;26200.0;MONTELIMAR;Auvergne-Rhône-Alpes;2012-10-26;;2018-12-31;49665.0;1522.0;2017-12-31;52220.0;-459.0;2016-12-31;54924.0;-105.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2012-10-27;2024-03-22T14:26:06;3.0;PME
MURLO;788999605.0;17.0;Societe a responsabilite limitee;6619A;DOMAINE DE LA JOLIETTE;66600.0;ESPIRA DE L AGLY;Languedoc-Roussillon-Midi-Pyrénées;2012-10-26;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2012-10-03;2024-03-22T14:26:06;1.0;PME
SARL SAMUEL GAGU;789396330.0;19.0;Societe a responsabilite limitee a associe unique;0000Z;247 ROUTE DE GODERVILLE;76210.0;BEUZEVILLE LA GRENIER;Normandie;2012-11-16;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2012-11-15;2024-03-22T14:26:06;2.0;PME
ROCHER BATIMENT;789521622.0;17.0;Societe par actions simplifiee a associe unique;4399C;FERME DE LA VUE;77133.0;FERICY;Ile-de-France;2012-11-22;;2018-09-30;;;2017-09-30;;;2016-09-30;;;2019-09-30;;;2018-09-30;;;2017-09-30;;;2020-09-30;;;2019-09-30;;;2018-09-30;;;2021-09-30;;;2020-09-30;;;2019-09-30;;;;;;;;;;;;;;;;;;;;;;;;2012-12-01;2024-04-05T19:01:13;3.0;PME
DDE Daniele DEPAEPE;789626538.0;27.0;Societe a responsabilite limitee;7022Z;19 QUAI DE LA SEINE;75019.0;PARIS;Ile-de-France;2012-11-28;;2018-12-31;;;2017-12-31;;;2016-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2012-09-20;2024-06-11T05:31:05;3.0;PME
STAN CONSEIL;789754959.0;11.0;Societe par actions simplifiee a associe unique;7021Z;15 RUE WINSTON CHURCHILL;54000.0;NANCY;Alsace-Champagne-Ardenne-Lorraine;2012-12-05;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2013-01-02;2024-03-22T14:26:06;5.0;PME
PLOMBERIE CALADOISE;789768769.0;34.0;Societe a responsabilite limitee;4322A;616 RUE BENOIT MULSANT;69400.0;VILLEFRANCHE SUR SAONE;Auvergne-Rhône-Alpes;2012-12-05;;2018-12-31;;;2017-12-31;;;2016-12-31;715605.0;21202.0;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;1608088.0;13322.0;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2012-12-03;2024-03-22T14:26:06;4.0;PME
MAGNANA;789848561.0;13.0;Societe par actions simplifiee a associe unique;6420Z;89 QUAI D ORSAY;75007.0;PARIS;Ile-de-France;2012-12-10;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;2022-12-31;;;2021-12-31;;;2020-12-31;;;;;;;;;;;;;;;2012-11-26;2024-03-22T14:26:06;2.0;PME
MAPI RESTAURATION;789929940.0;11.0;Societe a responsabilite limitee;5610A;34 QUAI CHARLES DE GAULLE;69006.0;LYON;Auvergne-Rhône-Alpes;2012-12-14;;2018-12-31;1747616.0;49599.0;2017-12-31;1760237.0;68799.0;2016-12-31;1706072.0;-79921.0;2019-12-31;1983994.0;136701.0;2018-12-31;1747616.0;49599.0;2017-12-31;1760237.0;68799.0;2020-12-31;1235971.0;45158.0;2019-12-31;1983994.0;136701.0;2018-12-31;1747616.0;49599.0;2021-12-31;1612772.0;283257.0;2020-12-31;1235971.0;45158.0;2019-12-31;1983994.0;136701.0;;;;;;;;;;;;;;;;;;;;;;2012-12-11;2024-06-12T13:09:40;5.0;PME
C;790024095.0;24.0;Societe a responsabilite limitee;8299Z;31 RUE CHEVALIER PAUL;83000.0;TOULON;Provence-Alpes-Côte d'Azur;2012-12-28;;2018-12-31;85176.0;-717.0;2017-12-31;128450.0;23059.0;2016-12-31;109750.0;2274.0;2019-12-31;;;2018-12-31;85176.0;-717.0;2017-12-31;128450.0;23059.0;2020-12-31;101833.0;9534.0;2019-12-31;;;2018-12-31;85176.0;-717.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2012-12-18;2024-03-22T14:26:06;3.0;PME
HOLDING FLORIDA;790179501.0;16.0;Societe a responsabilite limitee;6430Z;75 AVENUE LOUIS TABARDEL;12740.0;SEBAZAC CONCOURES;Languedoc-Roussillon-Midi-Pyrénées;2013-01-17;;2018-12-31;;24106.0;2017-12-31;;;2016-12-31;;;2019-12-31;;36733.0;2018-12-31;0.0;24110.0;2017-12-31;;;2020-12-31;;53949.0;2019-12-31;;36733.0;2018-12-31;0.0;24110.0;2021-12-31;;;2020-12-31;;53949.0;2019-12-31;;36733.0;;;;;;;;;;;;;;;;;;;;;;2013-01-01;2024-03-22T14:26:06;2.0;PME
COCO MASSAGE DU TIBET;790182869.0;12.0;Societe a responsabilite limitee;;9 RUE EUGENE SUE;75018.0;PARIS;Ile-de-France;2012-12-27;;2018-12-31;33061.0;-7928.0;2017-12-31;38334.0;-4981.0;2016-12-31;36693.0;-15362.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2012-12-20;2024-03-22T14:26:06;2.0;PME
UNIFERM;790323042.0;16.0;Societe a responsabilite limitee;4332A;30 AVENUE GENERAL LECLERC;38200.0;VIENNE;Auvergne-Rhône-Alpes;2013-01-14;;2018-12-31;;;2017-12-31;153046.0;4201.0;2016-12-31;183983.0;185.0;2019-12-31;;;2018-12-31;;;2017-12-31;153046.0;4201.0;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2013-01-03;2024-03-22T14:26:06;1.0;PME
RIVE GAUCHE IMMOBILIER;790381255.0;13.0;Societe a responsabilite limitee;6831Z;56 RUE NEUVE;40100.0;DAX;Aquitaine-Limousin-Poitou-Charentes;2013-01-11;;2018-12-31;;;2017-12-31;538520.0;56670.0;2016-12-31;426610.0;17950.0;2019-12-31;;;2018-12-31;;;2017-12-31;538520.0;56670.0;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2013-01-01;2024-03-22T14:26:06;2.0;PME
